OperationId,Person,RegAddrKoatuu,OperationCode,OperationName,DateReg,DepCode,DepartmentName,Brand,Model,Vin,MakeYear,Color,Kind,Body,Purpose,Fuel,Capacity,OwnWeight,TotalWeight,NumberRegNew
216,P,7121582003,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/18/2022 00:00:00,12381,ТСЦ 7145,ВАЗ,21101,Y7C21101070070587,01/01/2007 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1596,1020,1480,СА3134ІК
217,P,8038600000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/06/2022 00:00:00,12296,ТСЦ 8047,LEXUS,GS 350,JTHCE96SX70005839,01/01/2007 00:00:00,СИНІЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,3456,1705,2160,КА4204НА
218,P,7110136400,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/15/2022 00:00:00,12377,ТСЦ 7141,FIAT,SEDICI,TSMFYA21S00660108,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1586,1270,1670,СА3787ІР
219,P,5110100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/27/2022 00:00:00,12321,ТСЦ 5141,HYUNDAI,IX35,TMAJU81BDCJ327109,01/01/2012 00:00:00,КОРИЧНЕВИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1998,1837,2140,ВН5904РС
220,P,6810400000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,02/09/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,MERCEDES-BENZ,110,VSA63807413112157,01/01/1998 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2299,1640,2600,ВХ0767СТ
221,P,7324510100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,05/28/2022 00:00:00,12388,ТСЦ 7341,CHERY,KIMO,LVVDB22B2CD058121,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1297,1049,1424,СЕ0107ЕН
222,J,8036600000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),10/06/2022 00:00:00,12294,ТСЦ 8045,SCHMITZ,SPR 24,WSMS6080000518926,01/01/2004 00:00:00,СІРИЙ,НАПІВПРИЧІП,Н/ПР-БОРТОВИЙ,ЗАГАЛЬНИЙ,,0,6781,35000,АА0885ХL
223,P,5110137600,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,04/27/2022 00:00:00,13747,ТСЦ 5152,BMW,X1,WBAVP51080VU18769,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1995,1670,2145,ВН0669РМ
224,P,3222486201,520,ЗНЯТТЯ З ОБЛIКУ ПРИ ВИВЕЗЕННІ ЗА КОРДОН,09/17/2022 00:00:00,12285,ТСЦ 3246,LEXUS,RX 350,2T2BK1BA4BC115512,01/01/2011 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,3456,1844,2560,10ВХ7010
225,P,1825655100,570,ЗНЯТТЯ З ОБЛІКУ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ ДЕРЖАВНОГО ОРГАНУ РЕЄСТРАЦІЇ,07/14/2022 00:00:00,12285,ТСЦ 3246,MITSUBISHI,PAJERO WAGON,JMBLYV97W7J001499,01/01/2007 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,3800,2279,2910,10ВХ6987
226,P,1211000000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),04/28/2022 00:00:00,12315,ТСЦ 4841,FORD,TRANSIT,WF0VXXBDFV6T26288,01/01/2006 00:00:00,ЖОВТИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1998,1669,2350,ВЕ8184ЕТ
227,P,3211600000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,10/05/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,SMART,FORTWO,WME4513321K611074,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,КУПЕ,ЗАГАЛЬНИЙ,БЕНЗИН,999,810,1050,КА3616НО
228,P,8038500000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),09/21/2022 00:00:00,12296,ТСЦ 8047,BMW,X5,WBAFF41010LZ03042,01/01/2008 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2993,1745,2950,КА0473НО
229,P,3221480701,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/14/2022 00:00:00,13960,ТСЦ 8048,PEUGEOT,107,VF3PMCFB0CR004361,01/01/2012 00:00:00,ФІОЛЕТОВИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,998,890,1180,КА8060ІА
230,P,7123186501,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,06/04/2022 00:00:00,12281,ТСЦ 3242,SKODA,FABIA,TMBPH16Y923438446,01/01/2002 00:00:00,ЗЕЛЕНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1397,1112,1580,АІ6405ОІ
231,P,4610137200,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,02/13/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,VOLKSWAGEN,TIGUAN,WVGZZZ5NZDW023161,01/01/2012 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1968,1600,2200,ВС8448СМ
232,P,2323955400,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,06/25/2022 00:00:00,12267,ТСЦ 2341,CALABRESE,EU-82,ZCC82R6EP00032641,01/01/1995 00:00:00,СІРИЙ,ПРИЧІП,ПР-БОРТОВИЙ,ЗАГАЛЬНИЙ,,0,5460,24000,АР6969ХО
233,P,8039100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/08/2022 00:00:00,12296,ТСЦ 8047,MITSUBISHI,LANCER,JMBSRCS3A6U013346,01/01/2006 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1584,1185,1770,АА8111ТО
234,P,6310137500,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/05/2022 00:00:00,12240,ТСЦ 1241,DAF,85360,XLRTE85XC0E505807,01/01/1999 00:00:00,БІЛИЙ,ВАНТАЖНИЙ,СІДЛОВИЙ ТЯГАЧ,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,11600,7100,19000,АЕ4001РС
235,P,5110137300,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/12/2022 00:00:00,13747,ТСЦ 5152,MINI,ONE,WMWRA31030TE23299,01/01/2004 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1598,1180,1610,ВН8729РО
236,P,5110137500,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/06/2022 00:00:00,12321,ТСЦ 5141,JEEP,COMPASS,1C4NJDCB5CD701217,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,2360,1556,2015,ВН1385РЕ
237,P,3221055300,340,ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА(БЕЗ ЗМІНИ РЕГІОНУ РЕЄСТРАЦІЇ),01/18/2022 00:00:00,12286,ТСЦ 3247,CITROEN,BERLINGO,VF7GJWJYB93229284,01/01/2005 00:00:00,СИНІЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1868,1410,1980,АН4032ІА
238,P,1825886802,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),11/26/2022 00:00:00,12255,ТСЦ 1842,CITROEN,BERLINGO,VF7GJWJYB93229284,01/01/2005 00:00:00,СИНІЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1868,1410,1980,АМ6390НН
239,P,721410100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/19/2022 00:00:00,12237,ТСЦ 0743,RENAULT,MEGANE,VF1KMSFC538193571,01/01/2007 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1461,1325,1815,АС3821НЕ
240,P,6321786001,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/05/2022 00:00:00,13653,ТСЦ 6350,MAZDA,2,JMZNC2WPJN3E70933,01/01/2003 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1399,1050,1450,АХ2689МА
241,P,3210900000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/17/2022 00:00:00,12292,ТСЦ 8043,MAZDA,6,JMZGH12F701495263,01/01/2011 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1999,1349,1935,КА2491ІН
242,J,8038000000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,06/24/2022 00:00:00,12292,ТСЦ 8043,MAZDA,6,JMZGH12F701495263,01/01/2011 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1999,1349,1935,КА3702НІ
243,P,7323010100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/01/2022 00:00:00,12390,ТСЦ 7343,MERCEDES-BENZ,VITO 108 D,WDF63809413545017,01/01/2003 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2148,1645,2700,СЕ8082ЕН
244,P,1211000000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),08/12/2022 00:00:00,12537,ТСЦ 1248,GEELY,MK,LB37624S7CL038208,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1498,1060,1435,АЕ9683ТЕ
245,P,1210137800,440,ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ,01/06/2022 00:00:00,12245,ТСЦ 1246,VOLKSWAGEN,POLO,XW8ZZZ61ZDG010304,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1598,1130,1644,АЕ1850ОР
246,P,5623084701,412,ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ВИДАЧІ НОМЕРНОГО ЗНАКУ ВІДПОВІДНОЇ КОМБІНАЦІЇ ЦИФР,02/19/2022 00:00:00,12337,ТСЦ 5641,BMW,520I,WBAXG11000DY79231,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1997,1670,2150,ВК4111АА
247,P,2110100000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,09/18/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,RENAULT,TRAFIC,VF1FLBCB65V228401,01/01/2005 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1870,1725,2940,АО1846ВІ
248,P,6310138800,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,02/08/2022 00:00:00,13653,ТСЦ 6350,SMART,ROADSTER,WME4524341L005876,01/01/2003 00:00:00,СИНІЙ,ЛЕГКОВИЙ,КАБРІОЛЕТ,ЗАГАЛЬНИЙ,БЕНЗИН,698,650,900,АХ8872МЕ
249,P,6311200000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,05/17/2022 00:00:00,12331,ТСЦ 5342,ЗАЗ,LANOS,Y6DTF699P8W429855,01/01/2008 00:00:00,СИНІЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1386,1100,1595,ВІ6146НК
250,P,7110136400,410,ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ НОМЕРНОГО ЗНАКУ,01/21/2022 00:00:00,12377,ТСЦ 7141,FORD,FIESTA,WF0JXXGAJJCC58945,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1388,1118,1555,СА0361ІК
251,P,5110200000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,11/22/2022 00:00:00,13747,ТСЦ 5152,KIA,MAGENTIS,Y6LGE22437L000852,01/01/2007 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,2656,1442,2020,ВН1504РР
252,J,1210100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/29/2022 00:00:00,12383,ТСЦ 7441,CHEVROLET,LACETTI,KL1NF1961CK721466,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1598,1595,2015,СВ4674ЕЕ
253,P,6825288201,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/06/2022 00:00:00,12373,ТСЦ 6843,CHEVROLET,LACETTI,KL1NF1961CK758016,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1598,1585,2065,ВХ0126НК
254,P,7124989001,250,"ВИДАЧА ТИМЧАСОВОГО РЕЄСТР ТАЛОНУ ПО ДОРУЧЕННЮ ЧИ ІНШОГО ДОКУМ.ПРАВОКОРИСТУВАННЯ ",05/06/2022 00:00:00,12377,ТСЦ 7141,БАЗ,А079.24,Y7FA07924B0007987,01/01/2011 00:00:00,БЕЖЕВИЙ,АВТОБУС,АВТОБУС,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,5675,5540,7730,СА0009АА
255,P,2625881501,218,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ) З ПОСТ. НА ТИМЧ. ОБЛІК ТА ВИДАЧЕЮ ТТ НА ПЕРІОД ВОЄННОГО СТАНУ,09/07/2022 00:00:00,12278,ТСЦ 2643,VOLKSWAGEN,TRANSPORTER,WV1ZZZ70Z3H040193,01/01/2002 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2461,2390,2890,АТ5061НЕ
256,P,3523810100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,11/12/2022 00:00:00,12285,ТСЦ 3246,HYUNDAI,ELANTRA,KMHDH41CACU570558,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1591,1305,1770,АІ7212ОТ
257,P,3221081001,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/24/2022 00:00:00,13872,ТСЦ 5348,ГАЗ,31105-120,X9631105071393516,01/01/2007 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,2285,1750,2000,ВІ7893НР
258,P,4423610100,230,ВИДАЧА СВ. ПРО РЕЄСТР ДЛЯ ПОЇЗДКИ ЗА КОРДОН,05/18/2022 00:00:00,12383,ТСЦ 7441,TOYOTA,СAMRY,JTNBK40K803000821,01/01/2006 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,3456,1610,2050,ВВ7771ОО
259,P,6322080501,440,ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ,12/21/2022 00:00:00,12357,ТСЦ 6343,VOLKSWAGEN,PASSAT VARIANT,WVWZZZ3AZRE059664,01/01/1993 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1984,1240,1800,АХ5748МО
260,P,4611870400,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,02/10/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,NISSAN,PRIMASTAR,VSKF4AHA6UY593878,01/01/2006 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1995,1678,2770,ВС1288ЕВ
261,P,7110136700,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,06/09/2022 00:00:00,12377,ТСЦ 7141,VOLKSWAGEN,PASSAT,WVWZZZ3CZ8E152984,01/01/2008 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1896,1552,2100,СА6844ІО
262,P,5110137500,560,ЗНЯТТЯ З ОБЛІКУ ПРИ ПОВЕРНЕННІ ІЗ ПОЇЗДКИ ЗА КОРДОН ПО ДОРУЧ.,10/25/2022 00:00:00,13747,ТСЦ 5152,SCHWARZMUELLER,SPA-3E,VAVSAK3383H188398,01/01/2003 00:00:00,ЧОРНИЙ,НАПІВПРИЧІП,Н/ПР-САМОСКИД,СПЕЦІАЛІЗОВАНИЙ,,0,6550,34000,ВН4532ХF
263,P,5110136900,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,09/14/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,TOYOTA,RAV4,JTMBE31V80D089511,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1987,1500,2050,ВН0777НН
264,P,4623086407,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/01/2022 00:00:00,12307,ТСЦ  4641,OPEL,CORSA,W0L0SDL08C6100791,01/01/2012 00:00:00,ЗЕЛЕНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1229,1100,1545,ВС5698РЕ
265,P,6825082201,400,ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI ДЛЯ РОБОТИ НА ГАЗОВОМУ ПАЛЬНОМУ,01/20/2022 00:00:00,12371,ТСЦ 6841,ЗАЗ,110557,Y6D110557A0049427,01/01/2010 00:00:00,БІЛИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,БЕНЗИН АБО ГАЗ,1197,881,1190,ВХ5542ВН
266,P,5310400000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/28/2022 00:00:00,12331,ТСЦ 5342,ВАЗ,2107,XTA21070021566270,01/01/2002 00:00:00,ФІОЛЕТОВИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1451,1000,1460,ВІ7285НМ
267,P,2610100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/01/2022 00:00:00,12276,ТСЦ 2641,DAEWOO,LANOS,Y6DTF69YD4W205903,01/01/2004 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1498,1165,1595,АТ3239НІ
268,P,5324083502,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,02/15/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,RENAULT,SANDERO,X7LBSRB1KCH556067,01/01/2012 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1598,1095,1470,ВІ2305ЕО
269,P,3222210100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,06/30/2022 00:00:00,12281,ТСЦ 3242,KIA,RIO,Z94CB41ABDR073185,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1396,1160,1565,АІ2859ОР
270,P,3210800000,340,ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА(БЕЗ ЗМІНИ РЕГІОНУ РЕЄСТРАЦІЇ),01/26/2022 00:00:00,12286,ТСЦ 3247,FORD,FOCUS,WF0MXXGCBMCA41007,01/01/2012 00:00:00,СИНІЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1596,1468,1950,АІ6490ЕА
271,P,5120486401,230,ВИДАЧА СВ. ПРО РЕЄСТР ДЛЯ ПОЇЗДКИ ЗА КОРДОН,07/12/2022 00:00:00,13362,ТСЦ 5150,RENAULT,MAGNUM AE 430-18,VF611GTA000101229,01/01/2000 00:00:00,БІЛИЙ,ВАНТАЖНИЙ,СІДЛОВИЙ ТЯГАЧ,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,11929,7200,18000,ВН6013ЕЕ
272,P,1222387403,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/10/2022 00:00:00,13648,ТСЦ 1249,KIA,RIO,Z94CC41BADR076035,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1591,1160,1565,АЕ9179ТМ
273,P,8038000000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,02/12/2022 00:00:00,12292,ТСЦ 8043,TOYOTA,FJ CRUISER,JTEBU4BF5CK136408,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,3956,2180,2350,КА1971НМ
274,P,4810400000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,04/30/2022 00:00:00,12295,ТСЦ 8046,TOYOTA,FJ CRUISER,JTEBU4BF5CK136408,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,3956,2180,2350,КА4095НР
