OperationId,Person,RegAddrKoatuu,OperationCode,OperationName,DateReg,DepCode,DepartmentName,Brand,Model,Vin,MakeYear,Color,Kind,Body,Purpose,Fuel,Capacity,OwnWeight,TotalWeight,NumberRegNew
332,P,3222485801,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/02/2022 00:00:00,12296,ТСЦ 8047,VOLKSWAGEN,TOUAREG,WVGZZZ7LZ8Z001046,01/01/2008 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2967,2380,2945,КА4058ІК
333,P,6310138800,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/01/2022 00:00:00,12292,ТСЦ 8043,PEUGEOT,107,VF3PNCFB0CR009767,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,998,840,1190,КА4566КН
334,P,3210300000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),02/15/2022 00:00:00,12281,ТСЦ 3242,CITROEN,BERLINGO,VF7GBKFWC94223519,01/01/2006 00:00:00,БІЛИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,БЕНЗИН,1360,1130,1655,АІ1878ОО
335,P,3222486001,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,06/26/2022 00:00:00,12295,ТСЦ 8046,SKODA,SUPERB,TMBJE43T1DB300062,01/01/2012 00:00:00,БЕЖЕВИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1968,1517,2080,КА5880НВ
336,P,1210100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/29/2022 00:00:00,12241,ТСЦ 1242,SKODA,OCTAVIA,TMBBL41U148737496,01/01/2004 00:00:00,СІРИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1800,1350,1850,АЕ5626ХВ
337,P,5310100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,11/08/2022 00:00:00,12295,ТСЦ 8046,SKODA,OCTAVIA A5,TMBCK41Z3CB157378,01/01/2012 00:00:00,БЕЖЕВИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1798,1325,1985,КА4722ІК
338,P,722883703,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),08/03/2022 00:00:00,12235,ТСЦ 0741,MERCEDES-BENZ,ML 350,WDC1660241A106504,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2987,2345,3050,АС1129НЕ
339,P,510100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/21/2022 00:00:00,12295,ТСЦ 8046,MITSUBISHI,LANCER,JMBSRCY1ACU005004,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1590,1275,1750,КА8510ІВ
340,J,6820984001,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/28/2022 00:00:00,12371,ТСЦ 6841,МАЗ,551608-236,Y3M551608C0000639,01/01/2012 00:00:00,БІЛИЙ,ВАНТАЖНИЙ,САМОСКИД,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,14860,14000,33000,ВХ8613НК
341,P,510300000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,09/15/2022 00:00:00,12230,ТСЦ 0542,MERCEDES-BENZ,E 200,WDB2100351A035042,01/01/1995 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1998,1565,1940,АВ5061ІХ
342,P,4810100000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),11/17/2022 00:00:00,12321,ТСЦ 5141,MERCEDES-BENZ,VITO 115 CDI,WDF63960313146168,01/01/2005 00:00:00,СИНІЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2148,1840,2940,ВН7584ТС
343,P,1822083201,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/23/2022 00:00:00,12254,ТСЦ 1841,VOLKSWAGEN,CADDY,WV1ZZZ2KZ5X011237,01/01/2004 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,ВАНТАЖОПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1968,1080,1730,АМ0986НН
344,P,3210300000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),01/12/2022 00:00:00,12293,ТСЦ 8044,VOLKSWAGEN,LT 35,WV1ZZZ2DZXH028969,01/01/1999 00:00:00,БІЛИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2461,1850,3500,КА7355ЕХ
345,P,7410700000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/04/2022 00:00:00,12384,ТСЦ 7442,ЗАЗ,LANOS,Y6DTF69Y0C0309280,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1498,1096,1595,СВ3219ЕН
346,P,4610137500,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/22/2022 00:00:00,12307,ТСЦ  4641,KIA,CERATO 1.6D 5MT2,Y6LFE22628L014150,01/01/2008 00:00:00,БЕЖЕВИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1599,970,1445,ВС0461РО
347,P,722885201,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),01/15/2022 00:00:00,12235,ТСЦ 0741,VOLKSWAGEN,CADDY,WV1ZZZ2KZ5X104966,01/01/2005 00:00:00,ЖОВТИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1968,1455,2205,АС8640НА
348,J,7423084001,350,ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,01/12/2022 00:00:00,12386,ТСЦ 7444,VOLKSWAGEN,CADDY,WV1ZZZ2KZ6X023771,01/01/2005 00:00:00,СІРИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1896,1375,2085,СВ2456ВА
349,P,4410100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/28/2022 00:00:00,12230,ТСЦ 0542,MITSUBISHI,SPACE STAR,XMCLRDG5A4F020712,01/01/2004 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1834,1350,1675,АВ9985ІО
350,P,1425584301,340,ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА(БЕЗ ЗМІНИ РЕГІОНУ РЕЄСТРАЦІЇ),09/29/2022 00:00:00,12229,ТСЦ 0541,VOLKSWAGEN,CADDY,WV1ZZZ2KZ7X046029,01/01/2006 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1896,1450,2075,АН5334ІС
351,J,5310137000,540,ЗНЯТТЯ З ОБЛІКУ У ЗВ`ЯЗКУ З ВИБРАКОВКОЮ,08/12/2022 00:00:00,12330,ТСЦ 5341,ЗАЗ-DAEWOO,T13110,Y6DT1311040188292,01/01/2004 00:00:00,БЕЖЕВИЙ,ЛЕГКОВИЙ,ОПЕРАТИВНИЙ-B,СПЕЦІАЛІЗОВАНИЙ,БЕНЗИН,1299,1010,1400,
352,P,2624881301,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),01/06/2022 00:00:00,12277,ТСЦ 2642,OPEL,VECTRA,W0L0ZCF6941006273,01/01/2003 00:00:00,БЕЖЕВИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,2200,1450,1960,АТ7161НЕ
353,P,7321510100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/24/2022 00:00:00,12389,ТСЦ 7342,RENAULT,MEGANE SCENIC,VF1JAB30E27565628,01/01/2002 00:00:00,ЗЕЛЕНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1998,1400,1900,СЕ3507ЕІ
354,P,1210138100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/04/2022 00:00:00,12240,ТСЦ 1241,KIA,MAGENTIS,Y6LGE22739L200881,01/01/2009 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1997,1545,2000,АЕ3233ІТ
355,P,5322885301,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,02/16/2022 00:00:00,12333,ТСЦ 5344,CHEVROLET,AVEO,Y6DSF69YE8B088801,01/01/2007 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1498,1190,1535,ВІ9511НЕ
356,P,6510100000,440,ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ,12/03/2022 00:00:00,12319,ТСЦ 4845,ВАЗ,217130,XTA217130C0082221,01/01/2012 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1596,1100,1593,ВТ9676СО
357,P,5323655100,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/01/2022 00:00:00,12332,ТСЦ 5343,NISSAN,INTERSTAR,VNVF3B1H6UB026214,01/01/2009 00:00:00,БІЛИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2464,1887,3300,ВІ4323НР
358,P,5310400000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/28/2022 00:00:00,12331,ТСЦ 5342,NISSAN,INTERSTAR,VNVF3B1H6UB026214,01/01/2009 00:00:00,БІЛИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2464,1887,3300,ВІ8808ВС
359,P,1824086201,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,09/30/2022 00:00:00,12257,ТСЦ 1844,FIAT,FIORINO,ZFA22500000018041,01/01/2008 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1248,1090,1700,АМ2486НІ
360,J,6510100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/28/2022 00:00:00,12365,ТСЦ  6541,TOYOTA,PRADO,JTEBU25J175102006,01/01/2007 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,3956,2000,2570,ВТ6128СХ
361,P,8038600000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,11/02/2022 00:00:00,12290,ТСЦ 8041,NISSAN,NOTE,SJNFCAE11U1314759,01/01/2008 00:00:00,СІРИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1598,1200,1580,КА1081ІВ
362,P,6810100000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),02/08/2022 00:00:00,12371,ТСЦ 6841,VOLKSWAGEN,LT 46,WV1ZZZ2DZ6H038379,01/01/2004 00:00:00,ЖОВТИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2799,2600,3500,ВХ5841НЕ
363,P,7310100000,430,ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ СВІДОЦТВА ПРО РЕЄСТРАЦІЮ,07/20/2022 00:00:00,12388,ТСЦ 7341,MERCEDES-BENZ,SPRINTER 313 CDI,WDB9066371S260699,01/01/2008 00:00:00,ЧЕРВОНИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2148,2231,3500,СЕ9511ВА
364,P,2624482501,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/29/2022 00:00:00,12277,ТСЦ 2642,RENAULT,KANGOO,VF1FC08BF33640448,01/01/2005 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1461,1064,1885,АТ0918НО
365,P,7322589001,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,09/15/2022 00:00:00,12389,ТСЦ 7342,FIAT,DOBLO,ZFA26300009087974,01/01/2011 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1248,1433,2330,СЕ7189ЕЕ
366,P,4623681601,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),09/30/2022 00:00:00,12307,ТСЦ  4641,TOYOTA,YARIS,VNKKJ0D3X0A095520,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1329,1075,1450,ВС6193РЕ
367,P,8036300000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),01/26/2022 00:00:00,12282,ТСЦ 3243,VOLKSWAGEN,CRAFTER,WV1ZZZ2FZ97003493,01/01/2008 00:00:00,БЕЖЕВИЙ,ВАНТАЖНИЙ,ФУРГОН РЕФРИЖЕРАТОР,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2461,3310,5000,АІ2910ОМ
368,P,8036300000,540,ЗНЯТТЯ З ОБЛІКУ У ЗВ`ЯЗКУ З ВИБРАКОВКОЮ,07/29/2022 00:00:00,12295,ТСЦ 8046,ГАЗ,2705,Y7D270500W1005738,01/01/1998 00:00:00,ЧЕРВОНИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,БЕНЗИН,2445,2000,3500,
369,P,5121056800,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),09/27/2022 00:00:00,12322,ТСЦ 5142,AUDI,A5,WAUZZZ8T79A046798,01/01/2009 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,КУПЕ,ЗАГАЛЬНИЙ,БЕНЗИН,1984,1535,1960,ВН4606РТ
370,P,6320210100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/14/2022 00:00:00,12355,ТСЦ 6341,MERCEDES-BENZ,E 220 CDI,WDB2112081B017615,01/01/2006 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2149,1810,2360,АХ5730МА
371,P,3510300000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/02/2022 00:00:00,12299,ТСЦ 3542,SKODA,FELICIA,TMBEEA613W0900097,01/01/1998 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1289,1089,1550,ВА9043ЕТ
372,P,2625883801,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/13/2022 00:00:00,12276,ТСЦ 2641,ВАЗ,21099,XTA210993R1417153,01/01/1994 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1499,970,1395,АТ0996НО
373,J,7110136700,400,ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI ДЛЯ РОБОТИ НА ГАЗОВОМУ ПАЛЬНОМУ,10/25/2022 00:00:00,12377,ТСЦ 7141,FIAT,DOBLO,ZFA22300005733075,01/01/2012 00:00:00,БЕЖЕВИЙ,ЛЕГКОВИЙ,ВАНТАЖОПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1368,1280,1920,СА4950ВН
374,P,2624087401,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,02/10/2022 00:00:00,12278,ТСЦ 2643,RENAULT,KANGOO,VF1FC07BF27459997,01/01/2002 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1461,1155,1875,АТ6461НЕ
375,P,4810300000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,02/19/2022 00:00:00,12315,ТСЦ 4841,PEUGEOT,308,VF34C5FS0BS050038,01/01/2011 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1598,1337,1800,ВЕ6997ЕО
376,P,7110100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,11/23/2022 00:00:00,12377,ТСЦ 7141,OPEL,OMEGA,W0L000022T1016195,01/01/1996 00:00:00,ЗЕЛЕНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1998,1685,2180,СА3760ІТ
377,P,5621284801,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),01/11/2022 00:00:00,12337,ТСЦ 5641,CITROEN,BERLINGO,VF7GBWJYB94154426,01/01/2005 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1868,1138,1755,ВК8950НР
378,P,2620484801,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/01/2022 00:00:00,12277,ТСЦ 2642,TOYOTA,LAND CRUISER PRADO,JTEBH3FJ205043000,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2982,2170,2990,АТ0802НЕ
379,P,6810100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,02/12/2022 00:00:00,12371,ТСЦ 6841,BMW,325IX,WBACB31000FD85970,01/01/1994 00:00:00,ЗЕЛЕНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,2500,1320,1790,ВХ8589НА
380,P,4610136900,410,ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ НОМЕРНОГО ЗНАКУ,02/08/2022 00:00:00,12310,ТСЦ 4644,AUDI,A6 QUATTRO,WAUZZZ4F79Z010983,01/01/2009 00:00:00,ЗЕЛЕНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,2995,1758,2305,ВС8094ОН
381,P,8038900000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/23/2022 00:00:00,12296,ТСЦ 8047,SKODA,FABIA,TMBEC45J4DB500078,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1390,1075,1575,КА2186НЕ
